GOAL-Spam,word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_%3B,char_freq_%28,char_freq_%5B,char_freq_%21,char_freq_%24,char_freq_%23,capital_run_length_average,capital_run_length_longest,capital_run_length_total
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,3,13
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,5.5,10,11
Yes,0.4,0.4,0,0,0,0,0,0,1.2,4.81,0.4,0,0,0,4.41,0,0,0,1.2,0,1.2,0,4.01,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855,0.794,0,4.152,41,353
Yes,0,0.55,0.55,0,1.1,0.55,2.2,0,0,0.55,0,0.55,0,0,0,0,0,0.55,3.31,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0.165,0,0.495,0,0.082,16.826,148,387
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.44,0,0,0,0,0,0,0.44,0.44,0,0.88,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0.119,0,0,0,0,1.842,15,105
Yes,0,0,1.14,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,1.227,6,27
No,0.05,0,0.1,0,0.15,0.05,0,0,0.57,0,0,0.26,0,0,0,0,0,0.05,0.21,0,0.15,0,0,0,0.63,0.68,0.05,0,0,0,0,0,0.73,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0.05,0,0.193,0.17,0.059,0,0.014,0,3.461,66,1170
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0.306,0,0,0,1.611,7,29
No,0,0,0.74,0,0,0,0,0,0,0,0,0.24,0,0,0,0.49,0,0.49,2.71,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0.49,0,0,0,0.036,0.147,0,0.147,0,0,2.587,55,282
No,0,0,0,0,1.13,0,0,0,0,1.13,0,0,0,0,0,0,0,1.13,2.27,0,3.4,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11
Yes,0,0,1.06,0,0,1.06,1.06,0,0,0,0,1.06,1.06,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.909,78,108
Yes,0,0,0,0,1.9,0,0.95,0,0,0.95,0,0.95,0,0,0,0,0,0,5.71,3.8,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,1.4,6,21
No,0,0,0,0,0,0.37,0,0,0,0,0,0.75,0.37,0,0,0,0.37,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0,0,0.331,0,2.287,14,167
No,0,0,0,0,0,0,0,0.67,0,0,0,1.35,0,0,0,0.67,0,0,4.05,0,2.02,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0.386,0,0,0,0,3.27,19,121
No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733,9,26
Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,9
Yes,0,0,1.35,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0.356,0.118,0,2.315,12,132
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,4,18
No,0,0,2.43,0,0,0,0,0,0.27,0,0,2.16,0,0,0,0,0,0,0.27,0,1.62,0,0,0,0.27,0.54,0,0,0.27,0,0,0,0.27,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,2.319,12,167
No,0.15,0,0.15,0,0,0,0,0,0.07,0,0,0.07,0.15,0,0,0.07,0,0.07,3.6,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.013,0.123,0,0.082,0,0,1.111,9,328
Yes,0,0,0,0,0.12,0,0,0,0,0,0,0.96,0,0,0,0.12,0.12,0.12,0.12,0,0.12,0,0,0,0,0,0,0.24,0.12,0.12,0,0,0,0,0,0.6,0,0.12,0,0,0,0.36,0,0,0.12,0.36,0,0,0,0.352,0,0,0,0,2.337,41,505
Yes,0,0,0.55,0,1.11,0,0,0,0,0,0,0,0.92,0,0.18,0,0.37,0.37,3.15,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0.464,0,0,1.392,4,78
No,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,3.391,47,78
Yes,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Yes,0,0,0,0,0,0,0.31,0,0,0,0,1.26,0,0,0,0,0,0.31,1.9,0,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.086,0,0.13,0.173,0.26,3.244,60,279
No,0,0.44,0,0,0.44,0,0,0,0,0.44,0,0.44,0,0,0,0,0,0,0.44,0,0,8.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.367,0,0,0.074,0,0.592,7.288,43,328
Yes,1.24,0.41,1.24,0,0,0,0,0,0,0,0,0.41,0,0,0,0.41,0,0.82,3.73,0,1.24,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.065,0,0.461,0.527,0,3.166,19,114
No,0.22,0,0.22,0,0.45,0,0,0,0,0,0,0,0.68,0,0,0.22,0,0,0.68,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.68,0,0.22,1.83,0.22,0.91,0,0,0,0.267,0.038,0,0,0,1.649,13,94
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,9
Yes,0.17,0.17,0.69,0,0.34,0.17,0,0.86,0.17,0.69,0.34,1.38,0,0,0,0,1.73,0.34,2.07,1.55,3.8,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.194,0,1.718,0.055,0,5.175,63,621
Yes,0,0,0.53,0,0.21,0.1,0.1,0.53,0.1,0.21,0,0.64,0,0,0,0,0.1,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0.016,0.066,0,2.104,29,381
Yes,0,0,0,0,0.53,0,0,0.26,0,0,0,0.26,0.26,0,0,0.53,0,0,1.33,0,0,9.33,0.53,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0,1.157,19.26,107,886
No,0,0,0,0,1.06,0,0,0,0,0,0,1.06,0,0,0,0,0,0,1.06,0,1.06,0,0,0,1.06,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0.181,0,0,0,0,1.4,4,28
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
No,0,0,1.58,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,2.11,0,0,0,0,1.58,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,0,1.78,7,73
Yes,0,0,0,0,0,0.23,0,0,0,0,0,0.46,0,0,0,0.46,0.46,0.23,3,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.038,0,0,0,0.038,2.6,42,182
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,5,7
Yes,0.46,0.3,0.46,0,0.05,0.12,0.05,0.28,0.43,0.74,0.25,0.97,0.56,1.23,0,0.25,0.43,0.02,3.22,0,1.46,0,1.05,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.065,0,0.325,0.756,0.153,5.891,193,3040
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,2.94,0,0,0,1.47,0,1.47,2.94,0,0,0,0,1.47,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484,0,0.484,0,0,2.5,15,65
Yes,0,0,0,0,0.87,0,0,1.16,0,0,0.29,1.74,0,0,0,0,0.87,0,4.95,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,1.095,4,46
No,0.87,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0,0,0,0,1.344,4,39
No,0,0,0,0,0,0.76,0,0,0,0,0,0.76,0,0.76,0,0,0,0,1.53,0,0.76,0,0,0,0,0,0.76,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0.133,0.133,0,0,0,0,1.269,4,33
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.4,3,7
No,0.11,0,0.23,0,0.23,0.11,0,0,1.15,0,0,0.34,0,0,0,0.11,0,0,0.46,0,0.23,0,0,0,0.57,0.69,0.11,0,0,0,0,0,0.34,0,0,0.34,0.23,0,0,0,0,0,0,0,0,0,0,0,0.048,0.194,0.032,0,0.032,0,3.275,33,511
Yes,0.44,0,0.88,0,0.44,1.32,0.44,0,0,0,0,0,0,0,0,0,0,0.44,1.76,0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0.43,0.358,0,2.403,16,137
No,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0.49,0,0.49,0,0,0,0,0.195,0,0.097,0,0,2.3,18,69
No,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0.7,0,1.4,0,1.4,0,0,0,0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0.267,0.066,0,0,0,17.952,200,377
No,0,0,0.44,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,1.76,1.76,0,0,0,0,0,0,0,0,0,0,0.88,0,0.88,0,0,0,0.44,0,0,0,0,0.44,0,0,0.061,0,0,0,1.949,17,230
No,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,1.3,4,13
No,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0.371,0,0,0,0,1.967,13,61
No,0.19,0,0,0,0,0,0,0,0,0,0,0.96,0.38,0,0,0,0.58,0,0,0,0,0,0.38,0,3.48,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0.027,0.108,0,0,0.108,0,2.634,23,303
No,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,2.12,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,13.333,73,160
No,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0.7,0,1.4,0,1.4,0,0,0,0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0.266,0.066,0,0,0,18,200,378
Yes,0,0,0.27,0,0.81,0.81,0,2.98,0.54,0.81,0.27,0.54,0.27,0,0,0.81,1.63,0.27,2.17,1.35,2.44,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.565,0.121,0,1.617,18,131
Yes,0,0,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,1.01,1.01,3.04,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0.178,0,0,1.792,17,95
Yes,0.35,0.46,0.31,0,0.15,0.03,0,0.35,0.58,0.66,0.31,0.7,0.62,1.28,0.03,0.23,0.42,0,3.12,0,1.36,0,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.005,0.088,0,0.319,0.479,0.124,6.11,116,2218
Yes,0,0.46,0.46,0,0.46,0.46,0.46,0,0,0,0.46,0.46,0,0,0,0.92,0,0.92,2.76,0,1.38,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.46,0,0,0,0,0,0,0.298,0.223,0,2.156,13,110
Yes,0,0,0,0,0.23,0,0,0,0,0,0,0.93,0,0,0,0.11,0,0.11,0.35,0,0.23,0,0,0,0,0,0,0.35,0.11,0.11,0,0,0,0,0,0.58,0,0.11,0,0,0,0.35,0,0,0,0.46,0.11,0.11,0,0.381,0,0.016,0,0,2.47,41,504
No,0,0,0.1,0,0,0,0,0.1,0,0,0.2,0.41,0.1,0,0,0.1,0.1,0,0.1,0,0,0,0.1,0,3.02,0,0,0,0,0,0,0,0,0,0,0.52,0.31,0,0,0.1,0,0,0,0,0,0,0,0.1,0.074,0.134,0,0,0.059,0,2.529,26,597
No,0,0,0.21,0,0,0,0,0,0,0.21,0.21,0,0.42,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0.058,0,0,0,0,1.203,8,195
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
No,0,0.85,0.42,0,0,0,0,1.28,0,0,0,0.42,0,0,0,0,0,0.42,1.28,0,0,0,0,0,2.14,1.28,0,0.42,0,0.42,0.42,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0.056,0,0,1.602,14,125
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0,0,0,0,1,1,8
No,0,0.25,0.75,0,1,0.25,0,0,0,0,0.25,0.25,1.25,0,0,0.25,0,1.25,2.51,0,1.75,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,1.204,7,118
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
No,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,1.04,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0,0,0,3.291,21,79
No,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,6.38,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133,3,17
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
Yes,0,0,0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0,2.444,8,44
Yes,0,0,0,0,1.26,0,1.26,0,0,0,0,0,0,0,0,0,0,1.26,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0.431,0,0,0,0.215,1.724,3.529,13,60
No,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,2.111,6,19
Yes,1.36,0,0.68,0,0,0,0.68,0,0,0,0,4.1,0.68,0,0,1.36,0,0,2.73,0,2.05,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,1.706,0.2,0,4.281,38,137
No,0,0,0,0,0.84,0,0,0,0,0,0,1.68,0,0,0,0.42,0,0.42,1.68,0,0.42,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,1.26,0,0,0,0,0.145,0.217,0,0,0,0,1.487,8,61
No,0,0,0,0,0,0,0,0,0,0.31,0,0.31,0,0,0,0,0,0,0.95,0,0.95,0,0,0,1.27,0.63,1.91,0.63,0.63,0.63,0.63,0.63,0,0.63,0.63,0.63,0.95,0,0.63,0.63,2.22,0,0.63,0,0.63,1.91,0,0,0.05,0.304,0.101,0,0,0,2.186,15,164
No,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0.31,0,0,0,0.31,0,0,0,0,0.14,0,0,0,0,1.592,7,129
Yes,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,1.56,7.82,39,305
No,0,0,0,0,0.54,0,0,0,0,1.63,0.54,0.54,0.54,0,0,0,0,0,2.18,0,1.09,0,0,0,1.09,0.54,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,1.969,16,65
Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0.102,0.72,0,4.512,43,185
Yes,0.71,0,0.11,0,0.47,0.11,0,0.59,0.71,2.86,0.23,0.11,0.23,0,0.47,0.11,0.59,0.47,3.21,0,1.66,0,1.9,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0,0.11,0,0,0,0.072,0.127,0,0.418,0.254,0.018,9.705,148,1514
Yes,0.22,0.44,0,0,1.33,0.22,1.33,0,0,0.22,0.44,0.66,0.22,0,0,1.11,0,1.11,2.66,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.134,0,0.067,0.067,0,1.946,22,183
No,0,0,0,0,0.78,0,0,0,0.78,0.78,0,0.78,0,0,0,0.78,0,0,1.56,0,0,0,0,0,0.78,0.78,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,0,0.136,0,2.62,11,76
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4,11
Yes,0.44,0.44,0,0,0,0,0,0,0,2.64,0,1.76,0,0,0,0,0,0.44,2.64,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,0,0.231,0,5.977,70,263
Yes,0.08,0,0.93,0,1.52,0.33,0,0.08,0.67,0,0.25,0.67,0.16,0,1.69,0.08,0,1.1,1.86,0.16,0.42,0,1.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0.16,0,0.08,0.08,0,0,0.012,0.101,0,0.356,0.101,0.012,11.32,669,1834
No,1.12,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0.204,0,0,1.214,3,34
No,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,26
Yes,0,1.96,0.98,0,0,0,1.96,0,0,0,0,0,0,0,0,0.98,0,0,0.98,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0.168,0,1.011,0,0,2.888,12,52
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,3.03,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.153,55,67
No,0.05,0,0.45,0,0.16,0.11,0,0,0.62,0,0,0.16,0,0,0,0,0,0.05,0.22,0,0.16,0,0,0,0.62,0.67,0.05,0,0,0,0,0,0.9,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.121,0.162,0.04,0,0.016,0,2.887,45,875
No,0,0,0.3,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.91,0,0.3,0,0,0,2.44,0.61,0,0,0,0,0,0,0,0,0,0,0.3,1.52,0,0,0,0,0.61,1.22,0,0,0,0,0.301,0.043,0.043,0,0.086,0,2.161,19,227
No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,8.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,6,17
Yes,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.947,0,0,1.379,8,40
Yes,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3.01,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,4.476,20,94
No,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1.25,1.25,0,1.25,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,2.379,18,69
No,0.29,0,0.51,0,1.62,0,0,0,0,0,0,0.73,0.14,0,0,0.07,0.81,0,1.54,0,0.07,0,0,0,0.95,0,0,0,0,0.07,0,0,0,0,0,0.14,0.07,0.07,0,0,0,0.07,0,0,0.07,0,0,0,0,0.032,0,0,0.01,0,1.588,51,243
Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0.6,0,1.2,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1.8,0,0,0,0.299,0,0,0,0.199,2.465,28,106
Yes,0,0,0,0,0,0,0.91,0,0,0,0.91,2.75,0,0,0,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941,12,33
No,0,0,0.15,0,0.3,0,0,0.15,0.15,0,0.15,2.76,0,0,0,0,0,0.46,1.69,0,0,0,0,0,0.46,0.15,0,0,0,0,0,0,0.15,0,0,0.15,0.15,0,0,0,0,0,0,0.15,0,0,0,0,0.023,0.023,0,0,0,0,2.677,58,415
